0.005,218.3
0.01,141.6
0.015,142.8
0.02,155.5
0.025,146.8
0.03,144.8
0.035,143.0
0.04,135.4
0.045,136.2
0.05,149.8
0.055,181.0
0.06,142.3
0.065,142.7
0.07,151.7
0.075,139.6
0.08,137.7
0.085,137.7
0.09,135.8
0.095,140.4
0.1,151.8
0.105,191.7
0.11,149.3
0.115,147.8
0.12,150.0
0.125,150.0
0.13,143.3
0.135,137.6
0.14,138.7
0.145,139.3
0.15,141.6
0.155,198.7
0.16,142.0
0.165,139.6
0.17,134.5
0.175,135.9
0.18,146.4
0.185,137.7
0.19,129.2
0.195,130.2
0.2,129.1
